alert,cdi,code,detail,dmin,felt,gap,ids,mag,magType,mmi,net,nst,place,rms,sig,sources,status,time,title,tsunami,type,types,tz,updated,url
,,61433991,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61433991&format=geojson,0.02167,,104.0,",uw61433991,",1.23,ml,,uw,12.0,"28km NNW of Packwood, Washington",0.07,23,",uw,",reviewed,1538527244270,"M 1.2 - 28km NNW of Packwood, Washington",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538691451350,https://earthquake.usgs.gov/earthquakes/eventpage/uw61433991
,,00659445,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659445&format=geojson,0.057,,62.91,",nn00659445,",-0.2,ml,,nn,20.0,"47km ESE of Beatty, Nevada",0.1454,0,",nn,",reviewed,1538527221870,"M -0.2 - 47km ESE of Beatty, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538618693630,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659445
,,1000h9zt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h9zt&format=geojson,5.709,,196.0,",us1000h9zt,",4.5,mb,,us,,South of the Fiji Islands,0.78,312,",us,",reviewed,1538527050650,M 4.5 - South of the Fiji Islands,0,earthquake,",geoserve,origin,phase-data,",720.0,1539220099040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h9zt
,,20269742,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269742&format=geojson,,,,",ak20269742,",1.7,ml,,ak,,"41km WSW of Valdez, Alaska",0.52,44,",ak,",reviewed,1538526513042,"M 1.7 - 41km WSW of Valdez, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219792589,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269742
,,70627912,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70627912&format=geojson,0.0106,,37.0,",hv70627912,",1.78,ml,,hv,21.0,"5km SW of Volcano, Hawaii",0.14,49,",hv,",automatic,1538526472380,"M 1.8 - 5km SW of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538526813980,https://earthquake.usgs.gov/earthquakes/eventpage/hv70627912
,,20269740,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269740&format=geojson,,,,",ak20269740,",1.0,ml,,ak,,"36km E of Lazy Mountain, Alaska",0.36,15,",ak,",reviewed,1538526299542,"M 1.0 - 36km E of Lazy Mountain, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539219792017,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269740
,,70627902,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70627902&format=geojson,0.01011,,46.0,",hv70627902,",1.78,ml,,hv,20.0,"4km WSW of Volcano, Hawaii",0.07,49,",hv,",reviewed,1538526235880,"M 1.8 - 4km WSW of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538690919980,https://earthquake.usgs.gov/earthquakes/eventpage/hv70627902
,,1000h60l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h60l&format=geojson,1.714,,57.0,",us1000h60l,",4.2,mb,,us,,"75km W of San Antonio de los Cobres, Argentina",0.5,271,",us,",reviewed,1538526184130,"M 4.2 - 75km W of San Antonio de los Cobres, Argentina",0,earthquake,",geoserve,origin,phase-data,",-180.0,1539219764040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h60l
,,73092816,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092816&format=geojson,0.08327,,81.0,",nc73092816,",2.27,md,,nc,42.0,"13km WSW of Toms Place, CA",0.05,79,",nc,",reviewed,1538525820270,"M 2.3 - 13km WSW of Toms Place, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538543583356,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092816
,,73092811,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092811&format=geojson,0.0055,,84.0,",nc73092811,",0.73,md,,nc,9.0,"7km WNW of Cobb, CA",0.08,8,",nc,",automatic,1538525407930,"M 0.7 - 7km WNW of Cobb, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538525503816,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092811
,,60298937,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60298937&format=geojson,0.05246,,122.0,",uu60298937,",0.85,md,,uu,10.0,"33km SE of Old Faithful Geyser, Wyoming",0.17,11,",uu,",reviewed,1538525341340,"M 0.9 - 33km SE of Old Faithful Geyser, Wyoming",0,earthquake,",geoserve,origin,phase-data,",-420.0,1538583410320,https://earthquake.usgs.gov/earthquakes/eventpage/uu60298937
,,20279975,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20279975&format=geojson,,,,",ak20279975,",1.6,ml,,ak,,"79km SSW of Kaktovik, Alaska",0.73,39,",ak,",reviewed,1538523753944,"M 1.6 - 79km SSW of Kaktovik, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390110150,https://earthquake.usgs.gov/earthquakes/eventpage/ak20279975
,,20269737,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269737&format=geojson,,,,",ak20269737,",2.1,ml,,ak,,"82km E of Cape Yakataga, Alaska",0.8,68,",ak,",reviewed,1538523574907,"M 2.1 - 82km E of Cape Yakataga, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390109508,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269737
,,73092786,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092786&format=geojson,0.01173,,119.0,",nc73092786,",0.47,md,,nc,8.0,"4km W of Cobb, CA",0.01,3,",nc,",automatic,1538523271910,"M 0.5 - 4km W of Cobb, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538523368607,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092786
,,1000h9gx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h9gx&format=geojson,3.697,,159.0,",us1000h9gx,",4.4,mb,,us,,"271km NNE of Ndoi Island, Fiji",1.03,298,",us,",reviewed,1538522888910,"M 4.4 - 271km NNE of Ndoi Island, Fiji",0,earthquake,",geoserve,origin,phase-data,",-720.0,1539219140040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h9gx
,,80312114,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80312114&format=geojson,0.099,,183.0,",mb80312114,",0.93,ml,,mb,6.0,"4km ENE of Driggs, Idaho",0.08,13,",mb,",reviewed,1538522628370,"M 0.9 - 4km ENE of Driggs, Idaho",0,earthquake,",geoserve,origin,phase-data,",-420.0,1538686114120,https://earthquake.usgs.gov/earthquakes/eventpage/mb80312114
,,20269733,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269733&format=geojson,,,,",ak20269733,",1.3,ml,,ak,,"19km NNW of Sutton-Alpine, Alaska",0.76,26,",ak,",reviewed,1538521780733,"M 1.3 - 19km NNW of Sutton-Alpine, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390108926,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269733
,,73092771,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092771&format=geojson,0.008323,,94.0,",nc73092771,",0.56,md,,nc,7.0,"9km WNW of Cobb, CA",0.01,5,",nc,",automatic,1538521626110,"M 0.6 - 9km WNW of Cobb, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538521724056,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092771
,,37377586,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377586&format=geojson,0.03469,,35.0,",ci37377586,",0.58,ml,,ci,30.0,"8km ENE of Aguanga, CA",0.17,5,",ci,",reviewed,1538521248330,"M 0.6 - 8km ENE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538575115012,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377586
,,80312104,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80312104&format=geojson,0.101,,166.0,",mb80312104,",1.45,ml,,mb,8.0,"4km ENE of Driggs, Idaho",0.09,32,",mb,",reviewed,1538520531430,"M 1.5 - 4km ENE of Driggs, Idaho",0,earthquake,",geoserve,origin,phase-data,",-420.0,1538685869160,https://earthquake.usgs.gov/earthquakes/eventpage/mb80312104
,,73092751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092751&format=geojson,0.05912,,108.0,",nc73092751,",1.33,md,,nc,32.0,"14km SE of Mammoth Lakes, CA",0.04,27,",nc,",reviewed,1538520488320,"M 1.3 - 14km SE of Mammoth Lakes, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538525942636,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092751
,,73092746,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092746&format=geojson,0.005065,,113.0,",nc73092746,",0.55,md,,nc,9.0,"7km NW of The Geysers, CA",0.03,5,",nc,",automatic,1538520484460,"M 0.6 - 7km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538520583646,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092746
,,60298917,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60298917&format=geojson,0.3163,,123.0,",uu60298917,",1.06,md,,uu,9.0,"20km SE of Soda Springs, Idaho",0.19,17,",uu,",reviewed,1538520321160,"M 1.1 - 20km SE of Soda Springs, Idaho",0,earthquake,",geoserve,origin,phase-data,",-420.0,1538581961510,https://earthquake.usgs.gov/earthquakes/eventpage/uu60298917
,,73092741,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092741&format=geojson,0.002089,,152.0,",nc73092741,",0.57,md,,nc,6.0,"10km NW of The Geysers, CA",0.01,5,",nc,",automatic,1538520307540,"M 0.6 - 10km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538520403357,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092741
,,20269553,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269553&format=geojson,,,,",ak20269553,",1.2,ml,,ak,,"71km E of Sutton-Alpine, Alaska",0.6,22,",ak,",reviewed,1538520159264,"M 1.2 - 71km E of Sutton-Alpine, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390108358,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269553
,,73092736,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092736&format=geojson,0.005847,,52.0,",nc73092736,",0.52,md,,nc,21.0,"5km NW of The Geysers, CA",0.04,4,",nc,",reviewed,1538520114300,"M 0.5 - 5km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538528865598,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092736
,,20269551,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269551&format=geojson,,,,",ak20269551,",1.8,ml,,ak,,"104km NNW of Arctic Village, Alaska",0.62,50,",ak,",reviewed,1538520054986,"M 1.8 - 104km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390107813,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269551
,,37377562,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377562&format=geojson,0.004735,,36.0,",ci37377562,",0.91,ml,,ci,40.0,"10km NE of Aguanga, CA",0.15,13,",ci,",reviewed,1538519861500,"M 0.9 - 10km NE of Aguanga, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,",-480.0,1538520526630,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377562
,,60298912,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60298912&format=geojson,0.03436,,91.0,",uu60298912,",0.56,md,,uu,9.0,"12km NNW of West Yellowstone, Montana",0.15,5,",uu,",reviewed,1538519483760,"M 0.6 - 12km NNW of West Yellowstone, Montana",0,earthquake,",geoserve,origin,phase-data,",-420.0,1538578879480,https://earthquake.usgs.gov/earthquakes/eventpage/uu60298912
,,37377546,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377546&format=geojson,0.00561,,46.0,",ci37377546,",0.99,ml,,ci,43.0,"10km NE of Aguanga, CA",0.17,15,",ci,",reviewed,1538519357490,"M 1.0 - 10km NE of Aguanga, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,",-480.0,1538583390910,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377546
,,20279970,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20279970&format=geojson,,,,",ak20279970,",0.8,ml,,ak,,"57km NE of Sutton-Alpine, Alaska",0.2,10,",ak,",reviewed,1538519348336,"M 0.8 - 57km NE of Sutton-Alpine, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390107287,https://earthquake.usgs.gov/earthquakes/eventpage/ak20279970
,,00659386,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659386&format=geojson,0.124,,160.43,",nn00659386,",1.0,ml,,nn,9.0,"26km WSW of Truckee, California",0.2006,15,",nn,",reviewed,1538518679471,"M 1.0 - 26km WSW of Truckee, California",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538532401167,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659386
,,70805594,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av70805594&format=geojson,0.1093,,104.0,",av70805594,",0.05,ml,,av,6.0,"105km ESE of King Salmon, Alaska",0.17,0,",av,",reviewed,1538518636960,"M 0.1 - 105km ESE of King Salmon, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538522356950,https://earthquake.usgs.gov/earthquakes/eventpage/av70805594
,,73092731,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092731&format=geojson,0.0699,,143.0,",nc73092731,",2.07,md,,nc,21.0,"17km SSE of Cantua Creek, CA",0.03,66,",nc,",reviewed,1538518433370,"M 2.1 - 17km SSE of Cantua Creek, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538526602983,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092731
,,20269550,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269550&format=geojson,,,,",ak20269550,",1.6,ml,,ak,,"108km NNW of Arctic Village, Alaska",0.85,39,",ak,",reviewed,1538518357356,"M 1.6 - 108km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390106736,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269550
,,73092726,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092726&format=geojson,0.1309,,294.0,",nc73092726,",0.83,md,,nc,17.0,"20km SSE of Mammoth Lakes, CA",0.04,11,",nc,",reviewed,1538518264290,"M 0.8 - 20km SSE of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538523303385,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092726
,,61433961,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61433961&format=geojson,0.1243,,203.0,",uw61433961,",0.1,md,,uw,7.0,"22km N of Amboy, Washington",0.14,0,",uw,",reviewed,1538518103640,"M 0.1 - 22km N of Amboy, Washington",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538523725240,https://earthquake.usgs.gov/earthquakes/eventpage/uw61433961
,,20269547,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269547&format=geojson,,,,",ak20269547,",1.1,ml,,ak,,"80km NW of Yakutat, Alaska",0.76,19,",ak,",reviewed,1538518076428,"M 1.1 - 80km NW of Yakutat, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390106161,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269547
,,00659385,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659385&format=geojson,0.589,,284.01,",nn00659385,",1.8,ml,,nn,4.0,"27km WNW of Gerlach-Empire, Nevada",0.1724,50,",nn,",reviewed,1538518069068,"M 1.8 - 27km WNW of Gerlach-Empire, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538532399454,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659385
,,73092721,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092721&format=geojson,0.007287,,93.0,",nc73092721,",0.69,md,,nc,9.0,"9km WNW of Cobb, CA",0.02,7,",nc,",automatic,1538518048080,"M 0.7 - 9km WNW of Cobb, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538518143577,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092721
,,73092716,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092716&format=geojson,0.0226,,133.0,",nc73092716,",0.57,md,,nc,8.0,"9km NW of The Geysers, CA",0.05,5,",nc,",automatic,1538517971960,"M 0.6 - 9km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538522042600,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092716
,,00659357,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659357&format=geojson,0.097,,157.46,",nc73092706,nn00659357,",0.6,ml,,nn,9.0,"50km S of Hawthorne, Nevada",0.0971,6,",nc,nn,",reviewed,1538517554779,"M 0.6 - 50km S of Hawthorne, Nevada",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538532378161,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659357
,,37377514,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377514&format=geojson,0.1216,,176.0,",ci37377514,",0.51,ml,,ci,11.0,"1km ESE of Banning, CA",0.12,4,",ci,",reviewed,1538517508260,"M 0.5 - 1km ESE of Banning, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538520093664,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377514
,,20269508,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269508&format=geojson,,,,",ak20269508,",1.3,ml,,ak,,"23km NNE of Badger, Alaska",0.86,26,",ak,",reviewed,1538517272956,"M 1.3 Explosion - 23km NNE of Badger, Alaska",0,explosion,",geoserve,origin,phase-data,",-540.0,1539390105597,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269508
,,70805589,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av70805589&format=geojson,0.0786,,200.0,",av70805589,",0.38,ml,,av,5.0,"102km NW of Larsen Bay, Alaska",0.09,2,",av,",reviewed,1538517086190,"M 0.4 - 102km NW of Larsen Bay, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538522163120,https://earthquake.usgs.gov/earthquakes/eventpage/av70805589
,,37377506,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377506&format=geojson,0.2814,,222.0,",ci37377506,",1.36,ml,,ci,17.0,"9km WSW of Salton City, CA",0.19,28,",ci,",reviewed,1538517064360,"M 1.4 - 9km WSW of Salton City, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1538519740505,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377506
,,1000h5xr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h5xr&format=geojson,3.099,,169.0,",us1000h5xr,",4.5,mb,,us,,"South of Java, Indonesia",0.67,312,",us,",reviewed,1538516320640,"M 4.5 - South of Java, Indonesia",0,earthquake,",geoserve,origin,phase-data,",420.0,1538517878040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h5xr
,2.2,00659351,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659351&format=geojson,0.493,3.0,192.16,",nn00659351,",2.8,ml,,nn,18.0,"30km W of Gerlach-Empire, Nevada",0.2092,121,",nn,",reviewed,1538516255155,"M 2.8 - 30km W of Gerlach-Empire, Nevada",0,earthquake,",dyfi,geoserve,origin,phase-data,",-480.0,1538532368748,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659351
,,00659382,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659382&format=geojson,0.279,,278.04,",nn00659382,",0.8,ml,,nn,4.0,"16km E of Fernley, Nevada",0.0536,10,",nn,",reviewed,1538515993011,"M 0.8 - 16km E of Fernley, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538532398130,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659382
,,73092691,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092691&format=geojson,0.007011,,71.0,",nc73092691,",0.89,md,,nc,19.0,"7km NW of The Geysers, CA",0.04,12,",nc,",automatic,1538515698340,"M 0.9 - 7km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538518144181,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092691
,,20279965,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20279965&format=geojson,,,,",ak20279965,",1.1,ml,,ak,,"115km ESE of Holy Cross, Alaska",0.57,19,",ak,",reviewed,1538515311403,"M 1.1 - 115km ESE of Holy Cross, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390105076,https://earthquake.usgs.gov/earthquakes/eventpage/ak20279965
,,00659369,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659369&format=geojson,0.126,,157.78,",nn00659369,",0.8,ml,,nn,14.0,"27km WSW of Truckee, California",0.2269,10,",nn,",reviewed,1538515287318,"M 0.8 - 27km WSW of Truckee, California",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538532391508,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659369
,,1000h9gr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h9gr&format=geojson,2.714,,80.0,",us1000h9gr,",4.2,mb,,us,,"39km S of Nggongi, Indonesia",1.04,271,",us,",reviewed,1538515255490,"M 4.2 - 39km S of Nggongi, Indonesia",0,earthquake,",geoserve,origin,phase-data,",480.0,1539493890040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h9gr
,,20269502,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269502&format=geojson,,,,",ak20269502,",1.5,ml,,ak,,"132km NNW of Arctic Village, Alaska",0.66,35,",ak,",reviewed,1538514804848,"M 1.5 - 132km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390104538,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269502
,,20269501,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269501&format=geojson,,,,",ak20269501,",1.9,ml,,ak,,"104km NNW of Nikiski, Alaska",0.73,56,",ak,",reviewed,1538514804597,"M 1.9 - 104km NNW of Nikiski, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390103884,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269501
,,1000h5x5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h5x5&format=geojson,2.292,,69.0,",us1000h5x5,",4.8,mb,,us,,"18km SSE of Palu, Indonesia",0.84,354,",us,",reviewed,1538514416540,"M 4.8 - 18km SSE of Palu, Indonesia",0,earthquake,",geoserve,origin,phase-data,",480.0,1539493066040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h5x5
,,20269500,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269500&format=geojson,,,,",ak20269500,",1.9,ml,,ak,,"94km SW of Anchor Point, Alaska",0.43,56,",ak,",reviewed,1538513799131,"M 1.9 - 94km SW of Anchor Point, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390103322,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269500
,,37377450,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377450&format=geojson,0.1109,,200.0,",ci37377450,",0.69,ml,,ci,13.0,"7km NNE of Lake Henshaw, CA",0.23,7,",ci,",reviewed,1538513127710,"M 0.7 - 7km NNE of Lake Henshaw, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538517178796,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377450
,,00659336,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00659336&format=geojson,0.494,,197.58,",nn00659336,",1.9,ml,,nn,8.0,"29km W of Gerlach-Empire, Nevada",0.1375,56,",nn,",reviewed,1538513036555,"M 1.9 - 29km W of Gerlach-Empire, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538532355431,https://earthquake.usgs.gov/earthquakes/eventpage/nn00659336
,,73092681,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73092681&format=geojson,0.1045,,116.0,",nc73092681,",0.25,md,,nc,4.0,"1km ENE of Dixon Lane-Meadow Creek, CA",0.07,1,",nc,",reviewed,1538513028250,"M 0.3 - 1km ENE of Dixon Lane-Meadow Creek, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538516822058,https://earthquake.usgs.gov/earthquakes/eventpage/nc73092681
,,20269498,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269498&format=geojson,,,,",ak20269498,us1000h5wb,",2.2,ml,,ak,,"159km SSE of Kotzebue, Alaska",0.77,74,",ak,us,",reviewed,1538512527367,"M 2.2 - 159km SSE of Kotzebue, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390102729,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269498
,,70627507,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70627507&format=geojson,0.02625,,143.0,",hv70627507,",1.78,md,,hv,35.0,"4km SE of Pahala, Hawaii",0.16,49,",hv,",automatic,1538512472960,"M 1.8 - 4km SE of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538512659140,https://earthquake.usgs.gov/earthquakes/eventpage/hv70627507
,,37377442,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377442&format=geojson,0.07724,,151.0,",ci37377442,",0.1,ml,,ci,13.0,"10km NE of Aguanga, CA",0.12,0,",ci,",reviewed,1538512463320,"M 0.1 - 10km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538516831595,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377442
,,20269491,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20269491&format=geojson,,,,",ak20269491,us1000h5w6,",2.4,ml,,ak,,"128km SSE of Prudhoe Bay, Alaska",0.68,89,",ak,us,",reviewed,1538511884333,"M 2.4 - 128km SSE of Prudhoe Bay, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539390102117,https://earthquake.usgs.gov/earthquakes/eventpage/ak20269491
,,37377418,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37377418&format=geojson,0.01014,,45.0,",ci37377418,",0.69,ml,,ci,28.0,"10km NE of Aguanga, CA",0.21,7,",ci,",reviewed,1538511863430,"M 0.7 - 10km NE of Aguanga, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538513493100,https://earthquake.usgs.gov/earthquakes/eventpage/ci37377418
